"f_10549-1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.38022,1,0,0,0.5,0
0.38021,1,0.001,0.001,0.5,0
0.3802,1,0.002,0.002,0.5,0
0.3802,1,0.003,0.003,0.5,0
0.38019,1,0.004,0.004,0.5,0
0.38018,1,0.005,0.005,0.5,0
0.38017,1,0.006,0.006,0.5,0
0.38016,1,0.007,0.007,0.5,0
0.38015,1,0.008,0.008,0.5,0
0.38014,1,0.009,0.009,0.5,0
0.38013,1,0.01,0.01,0.5,0
0.38012,1,0.011,0.011,0.5,0
0.38011,1,0.012,0.012,0.5,0
0.3801,1,0.013,0.013,0.5,0
0.38009,1,0.014,0.014,0.5,0
0.38008,1,0.015,0.015,0.5,0
0.38008,1,0.016,0.016,0.5,0
0.38007,1,0.017,0.017,0.5,0
0.38006,1,0.018,0.018,0.5,0
0.38005,1,0.019,0.019,0.5,0
0.38004,1,0.02,0.02,0.5,0
0.38003,1,0.021,0.021,0.5,0
0.38,1,0.022,0.022,0.5,0
0.37997,1,0.023,0.023,0.5,0
0.37994,1,0.024,0.024,0.5,0
0.37992,1,0.025,0.025,0.5,0
0.37989,1,0.026,0.026,0.5,0
0.37986,1,0.027,0.027,0.5,0
0.37983,1,0.028,0.028,0.5,0
0.37981,1,0.029,0.029,0.5,0
0.37978,1,0.03,0.03,0.5,0
0.37975,1,0.031,0.031,0.5,0
0.37972,1,0.032,0.032,0.5,0
0.3797,1,0.033,0.033,0.5,0
0.37967,1,0.034,0.034,0.5,0
0.37964,1,0.035,0.035,0.5,0
0.37961,1,0.036,0.036,0.5,0
0.37959,1,0.037,0.037,0.5,0
0.37956,1,0.038,0.038,0.5,0
0.37953,1,0.039,0.039,0.5,0
0.3795,1,0.04,0.04,0.5,0
0.37948,1,0.041,0.041,0.5,0
0.37944,1,0.042,0.042,0.5,0
0.3794,1,0.043,0.043,0.5,0
0.37935,1,0.044,0.044,0.5,0
0.3793,1,0.045,0.045,0.5,0
0.37926,1,0.046,0.046,0.5,0
0.37921,1,0.047,0.047,0.5,0
0.37917,1,0.048,0.048,0.5,0
0.37912,1,0.049,0.049,0.5,0
0.37907,1,0.05,0.05,0.5,0
0.37903,1,0.051,0.051,0.5,0
0.37898,1,0.052,0.052,0.5,0
0.37894,1,0.053,0.053,0.5,0
0.37889,1,0.054,0.054,0.5,0
0.37884,1,0.055,0.055,0.5,0
0.3788,1,0.056,0.056,0.5,0
0.37875,1,0.057,0.057,0.5,0
0.37871,1,0.058,0.058,0.5,0
0.37866,1,0.059,0.059,0.5,0
0.37861,1,0.06,0.06,0.5,0
0.37857,1,0.061,0.061,0.5,0
0.37852,1,0.062,0.062,0.5,0
0.37847,1,0.063,0.063,0.5,0
0.3784,1,0.064,0.064,0.5,0
0.37834,1,0.065,0.065,0.5,0
0.37827,1,0.066,0.066,0.5,0
0.37821,1,0.067,0.067,0.5,0
0.37815,1,0.068,0.068,0.5,0
0.37808,1,0.069,0.069,0.5,0
0.37802,1,0.07,0.07,0.5,0
0.37795,1,0.071,0.071,0.5,0
0.37789,1,0.072,0.072,0.5,0
0.37783,1,0.073,0.073,0.5,0
0.37776,1,0.074,0.074,0.5,0
0.3777,1,0.075,0.075,0.5,0
0.37763,1,0.076,0.076,0.5,0
0.37757,1,0.077,0.077,0.5,0
0.3775,1,0.078,0.078,0.5,0
0.37744,1,0.079,0.079,0.5,0
0.37738,1,0.08,0.08,0.5,0
0.37731,1,0.081,0.081,0.5,0
0.37725,1,0.082,0.082,0.5,0
0.37718,1,0.083,0.083,0.5,0
0.37711,1,0.084,0.084,0.5,0
0.37702,1,0.085,0.085,0.5,0
0.37694,1,0.086,0.086,0.5,0
0.37686,1,0.087,0.087,0.5,0
0.37678,1,0.088,0.088,0.5,0
0.37669,1,0.089,0.089,0.5,0
0.37661,1,0.09,0.09,0.5,0
0.37653,1,0.091,0.091,0.5,0
0.37645,1,0.092,0.092,0.5,0
0.37636,1,0.093,0.093,0.5,0
0.37628,1,0.094,0.094,0.5,0
0.3762,1,0.095,0.095,0.5,0
0.37612,1,0.096,0.096,0.5,0
0.37603,1,0.097,0.097,0.5,0
0.37595,1,0.098,0.098,0.5,0
0.37587,1,0.099,0.099,0.5,0
0.37579,1,0.1,0.1,0.5,0
0.3757,1,0.101,0.101,0.5,0
0.37562,1,0.102,0.102,0.5,0
0.37554,1,0.103,0.103,0.5,0
0.37546,1,0.104,0.104,0.5,0
0.37536,1,0.105,0.105,0.5,0
0.37526,1,0.106,0.106,0.5,0
0.37516,1,0.107,0.107,0.5,0
0.37506,1,0.108,0.108,0.5,0
0.37495,1,0.109,0.109,0.5,0
0.37485,1,0.11,0.11,0.5,0
0.37475,1,0.111,0.111,0.5,0
0.37465,1,0.112,0.112,0.5,0
0.37455,1,0.113,0.113,0.5,0
0.37445,1,0.114,0.114,0.5,0
0.37435,1,0.115,0.115,0.5,0
0.37425,1,0.116,0.116,0.5,0
0.37415,1,0.117,0.117,0.5,0
0.37405,1,0.118,0.118,0.5,0
0.37395,1,0.119,0.119,0.5,0
0.37385,1,0.12,0.12,0.5,0
0.37375,1,0.121,0.121,0.5,0
0.37364,1,0.122,0.122,0.5,0
0.37354,1,0.123,0.123,0.5,0
0.37344,1,0.124,0.124,0.5,0
0.37334,1,0.125,0.125,0.5,0
0.37322,1,0.126,0.126,0.5,0
0.3731,1,0.127,0.127,0.5,0
0.37299,1,0.128,0.128,0.5,0
0.37287,1,0.129,0.129,0.5,0
0.37275,1,0.13,0.13,0.5,0
0.37263,1,0.131,0.131,0.5,0
0.37251,1,0.132,0.132,0.5,0
0.37239,1,0.133,0.133,0.5,0
0.37227,1,0.134,0.134,0.5,0
0.37215,1,0.135,0.135,0.5,0
0.37203,1,0.136,0.136,0.5,0
0.37192,1,0.137,0.137,0.5,0
0.3718,1,0.138,0.138,0.5,0
0.37168,1,0.139,0.139,0.5,0
0.37156,1,0.14,0.14,0.5,0
0.37144,1,0.141,0.141,0.5,0
0.37132,1,0.142,0.142,0.5,0
0.3712,1,0.143,0.143,0.5,0
0.37108,1,0.144,0.144,0.5,0
0.37096,1,0.145,0.145,0.5,0
0.37084,1,0.146,0.146,0.5,0
