"f_10549-0:0","f_10549-0:1","f_10549-0:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.727e-05,0,0,1,0,0.5,0,0
1.727e-05,-9.1607e-08,0,1,0.001,0.5,0.001,0
1.727e-05,-1.8321e-07,0,1,0.002,0.5,0.002,0
1.727e-05,-2.7482e-07,0,1,0.003,0.5,0.003,0
1.727e-05,-3.6643e-07,0,1,0.004,0.5,0.004,0
1.727e-05,-4.5803e-07,0,1,0.005,0.5,0.005,0
1.727e-05,-5.4964e-07,0,1,0.006,0.5,0.006,0
1.727e-05,-6.4125e-07,0,1,0.007,0.5,0.007,0
1.727e-05,-7.3286e-07,0,1,0.008,0.5,0.008,0
1.727e-05,-8.2446e-07,0,1,0.009,0.5,0.009,0
1.727e-05,-9.1607e-07,0,1,0.01,0.5,0.01,0
1.727e-05,-1.0077e-06,0,1,0.011,0.5,0.011,0
1.727e-05,-1.0993e-06,0,1,0.012,0.5,0.012,0
1.727e-05,-1.1909e-06,0,1,0.013,0.5,0.013,0
1.727e-05,-1.2825e-06,0,1,0.014,0.5,0.014,0
1.727e-05,-1.3741e-06,0,1,0.015,0.5,0.015,0
1.727e-05,-1.4657e-06,0,1,0.016,0.5,0.016,0
1.727e-05,-1.5573e-06,0,1,0.017,0.5,0.017,0
1.727e-05,-1.6489e-06,0,1,0.018,0.5,0.018,0
1.727e-05,-1.7405e-06,0,1,0.019,0.5,0.019,0
1.727e-05,-1.8321e-06,0,1,0.02,0.5,0.02,0
1.727e-05,-1.9237e-06,0,1,0.021,0.5,0.021,0
1.727e-05,-2.0154e-06,0,1,0.022,0.5,0.022,0
1.727e-05,-2.107e-06,0,1,0.023,0.5,0.023,0
1.727e-05,-2.1986e-06,0,1,0.024,0.5,0.024,0
1.727e-05,-2.2902e-06,0,1,0.025,0.5,0.025,0
1.727e-05,-2.3818e-06,0,1,0.026,0.5,0.026,0
1.727e-05,-2.4734e-06,0,1,0.027,0.5,0.027,0
1.727e-05,-2.565e-06,0,1,0.028,0.5,0.028,0
1.727e-05,-2.6566e-06,0,1,0.029,0.5,0.029,0
1.727e-05,-2.7482e-06,0,1,0.03,0.5,0.03,0
1.727e-05,-2.8398e-06,0,1,0.031,0.5,0.031,0
1.727e-05,-2.9314e-06,0,1,0.032,0.5,0.032,0
1.727e-05,-3.023e-06,0,1,0.033,0.5,0.033,0
1.727e-05,-3.1146e-06,0,1,0.034,0.5,0.034,0
1.727e-05,-3.2062e-06,0,1,0.035,0.5,0.035,0
1.727e-05,-3.2979e-06,0,1,0.036,0.5,0.036,0
1.727e-05,-3.3895e-06,0,1,0.037,0.5,0.037,0
1.727e-05,-3.4811e-06,0,1,0.038,0.5,0.038,0
1.727e-05,-3.5727e-06,0,1,0.039,0.5,0.039,0
1.727e-05,-3.6643e-06,0,1,0.04,0.5,0.04,0
1.727e-05,-3.7559e-06,0,1,0.041,0.5,0.041,0
1.727e-05,-3.8475e-06,0,1,0.042,0.5,0.042,0
1.727e-05,-3.9391e-06,0,1,0.043,0.5,0.043,0
1.727e-05,-4.0307e-06,0,1,0.044,0.5,0.044,0
1.727e-05,-4.1223e-06,0,1,0.045,0.5,0.045,0
1.727e-05,-4.2139e-06,0,1,0.046,0.5,0.046,0
1.727e-05,-4.3055e-06,0,1,0.047,0.5,0.047,0
1.727e-05,-4.3971e-06,0,1,0.048,0.5,0.048,0
1.727e-05,-4.4887e-06,0,1,0.049,0.5,0.049,0
1.727e-05,-4.5803e-06,0,1,0.05,0.5,0.05,0
1.727e-05,-4.672e-06,0,1,0.051,0.5,0.051,0
1.727e-05,-4.7636e-06,0,1,0.052,0.5,0.052,0
1.727e-05,-4.8552e-06,0,1,0.053,0.5,0.053,0
1.727e-05,-4.9468e-06,0,1,0.054,0.5,0.054,0
1.727e-05,-5.0384e-06,0,1,0.055,0.5,0.055,0
1.727e-05,-5.13e-06,0,1,0.056,0.5,0.056,0
1.727e-05,-5.2216e-06,0,1,0.057,0.5,0.057,0
1.727e-05,-5.3132e-06,0,1,0.058,0.5,0.058,0
1.727e-05,-5.4048e-06,0,1,0.059,0.5,0.059,0
1.727e-05,-5.4964e-06,0,1,0.06,0.5,0.06,0
1.727e-05,-5.588e-06,0,1,0.061,0.5,0.061,0
1.727e-05,-5.6796e-06,0,1,0.062,0.5,0.062,0
1.727e-05,-5.7712e-06,0,1,0.063,0.5,0.063,0
1.727e-05,-5.8628e-06,0,1,0.064,0.5,0.064,0
1.727e-05,-5.9545e-06,0,1,0.065,0.5,0.065,0
1.727e-05,-6.0461e-06,0,1,0.066,0.5,0.066,0
1.727e-05,-6.1377e-06,0,1,0.067,0.5,0.067,0
1.727e-05,-6.2293e-06,0,1,0.068,0.5,0.068,0
1.727e-05,-6.3209e-06,0,1,0.069,0.5,0.069,0
1.727e-05,-6.4125e-06,0,1,0.07,0.5,0.07,0
1.727e-05,-6.5041e-06,0,1,0.071,0.5,0.071,0
1.727e-05,-6.5957e-06,0,1,0.072,0.5,0.072,0
1.727e-05,-6.6873e-06,0,1,0.073,0.5,0.073,0
1.727e-05,-6.7789e-06,0,1,0.074,0.5,0.074,0
1.727e-05,-6.8705e-06,0,1,0.075,0.5,0.075,0
1.727e-05,-6.9621e-06,0,1,0.076,0.5,0.076,0
1.727e-05,-7.0537e-06,0,1,0.077,0.5,0.077,0
1.727e-05,-7.1453e-06,0,1,0.078,0.5,0.078,0
1.727e-05,-7.237e-06,0,1,0.079,0.5,0.079,0
1.727e-05,-7.3286e-06,0,1,0.08,0.5,0.08,0
1.727e-05,-7.4202e-06,0,1,0.081,0.5,0.081,0
1.727e-05,-7.5118e-06,0,1,0.082,0.5,0.082,0
1.727e-05,-7.6034e-06,0,1,0.083,0.5,0.083,0
1.727e-05,-7.695e-06,0,1,0.084,0.5,0.084,0
1.727e-05,-7.7866e-06,0,1,0.085,0.5,0.085,0
1.727e-05,-7.8782e-06,0,1,0.086,0.5,0.086,0
1.727e-05,-7.9698e-06,0,1,0.087,0.5,0.087,0
1.727e-05,-8.0614e-06,0,1,0.088,0.5,0.088,0
1.727e-05,-8.153e-06,0,1,0.089,0.5,0.089,0
1.727e-05,-8.2446e-06,0,1,0.09,0.5,0.09,0
1.727e-05,-8.3362e-06,0,1,0.091,0.5,0.091,0
1.727e-05,-8.4278e-06,0,1,0.092,0.5,0.092,0
1.727e-05,-8.5194e-06,0,1,0.093,0.5,0.093,0
1.727e-05,-8.6111e-06,0,1,0.094,0.5,0.094,0
1.727e-05,-8.7027e-06,0,1,0.095,0.5,0.095,0
1.727e-05,-8.7943e-06,0,1,0.096,0.5,0.096,0
1.727e-05,-8.8859e-06,0,1,0.097,0.5,0.097,0
1.727e-05,-8.9775e-06,0,1,0.098,0.5,0.098,0
1.727e-05,-9.0691e-06,0,1,0.099,0.5,0.099,0
1.727e-05,-9.1607e-06,0,1,0.1,0.5,0.1,0
1.727e-05,-9.2523e-06,0,1,0.101,0.5,0.101,0
1.727e-05,-9.3439e-06,0,1,0.102,0.5,0.102,0
1.727e-05,-9.4355e-06,0,1,0.103,0.5,0.103,0
1.727e-05,-9.5271e-06,0,1,0.104,0.5,0.104,0
1.727e-05,-9.6187e-06,0,1,0.105,0.5,0.105,0
1.727e-05,-9.7103e-06,0,1,0.106,0.5,0.106,0
1.727e-05,-9.8019e-06,0,1,0.107,0.5,0.107,0
1.727e-05,-9.8936e-06,0,1,0.108,0.5,0.108,0
1.727e-05,-9.9852e-06,0,1,0.109,0.5,0.109,0
1.727e-05,-1.0077e-05,0,1,0.11,0.5,0.11,0
1.727e-05,-1.0168e-05,0,1,0.111,0.5,0.111,0
1.727e-05,-1.026e-05,0,1,0.112,0.5,0.112,0
1.727e-05,-1.0352e-05,0,1,0.113,0.5,0.113,0
1.727e-05,-1.0443e-05,0,1,0.114,0.5,0.114,0
1.727e-05,-1.0535e-05,0,1,0.115,0.5,0.115,0
1.727e-05,-1.0626e-05,0,1,0.116,0.5,0.116,0
1.727e-05,-1.0718e-05,0,1,0.117,0.5,0.117,0
1.727e-05,-1.081e-05,0,1,0.118,0.5,0.118,0
1.727e-05,-1.0901e-05,0,1,0.119,0.5,0.119,0
1.727e-05,-1.0993e-05,0,1,0.12,0.5,0.12,0
1.727e-05,-1.1084e-05,0,1,0.121,0.5,0.121,0
1.727e-05,-1.1176e-05,0,1,0.122,0.5,0.122,0
1.727e-05,-1.1268e-05,0,1,0.123,0.5,0.123,0
1.727e-05,-1.1359e-05,0,1,0.124,0.5,0.124,0
1.727e-05,-1.1451e-05,0,1,0.125,0.5,0.125,0
1.727e-05,-1.1542e-05,0,1,0.126,0.5,0.126,0
1.727e-05,-1.1634e-05,0,1,0.127,0.5,0.127,0
1.727e-05,-1.1726e-05,0,1,0.128,0.5,0.128,0
1.727e-05,-1.1817e-05,0,1,0.129,0.5,0.129,0
1.727e-05,-1.1909e-05,0,1,0.13,0.5,0.13,0
1.727e-05,-1.2001e-05,0,1,0.131,0.5,0.131,0
1.727e-05,-1.2092e-05,0,1,0.132,0.5,0.132,0
1.727e-05,-1.2184e-05,0,1,0.133,0.5,0.133,0
1.727e-05,-1.2275e-05,0,1,0.134,0.5,0.134,0
1.727e-05,-1.2367e-05,0,1,0.135,0.5,0.135,0
1.727e-05,-1.2459e-05,0,1,0.136,0.5,0.136,0
1.727e-05,-1.255e-05,0,1,0.137,0.5,0.137,0
1.727e-05,-1.2642e-05,0,1,0.138,0.5,0.138,0
1.727e-05,-1.2733e-05,0,1,0.139,0.5,0.139,0
1.727e-05,-1.2825e-05,0,1,0.14,0.5,0.14,0
1.727e-05,-1.2917e-05,0,1,0.141,0.5,0.141,0
1.727e-05,-1.3008e-05,0,1,0.142,0.5,0.142,0
1.727e-05,-1.31e-05,0,1,0.143,0.5,0.143,0
1.727e-05,-1.3191e-05,0,1,0.144,0.5,0.144,0
1.727e-05,-1.3283e-05,0,1,0.145,0.5,0.145,0
1.727e-05,-1.3375e-05,0,1,0.146,0.5,0.146,0
1.727e-05,-1.3466e-05,0,1,0.147,0.5,0.147,0
1.727e-05,-1.3558e-05,0,1,0.148,0.5,0.148,0
1.727e-05,-1.3649e-05,0,1,0.149,0.5,0.149,0
1.727e-05,-1.3741e-05,0,1,0.15,0.5,0.15,0
1.727e-05,-1.3833e-05,0,1,0.151,0.5,0.151,0
1.727e-05,-1.3924e-05,0,1,0.152,0.5,0.152,0
1.727e-05,-1.4016e-05,0,1,0.153,0.5,0.153,0
1.727e-05,-1.4107e-05,0,1,0.154,0.5,0.154,0
1.727e-05,-1.4199e-05,0,1,0.155,0.5,0.155,0
1.727e-05,-1.4291e-05,0,1,0.156,0.5,0.156,0
1.727e-05,-1.4382e-05,0,1,0.157,0.5,0.157,0
1.727e-05,-1.4474e-05,0,1,0.158,0.5,0.158,0
1.727e-05,-1.4566e-05,0,1,0.159,0.5,0.159,0
1.727e-05,-1.4657e-05,0,1,0.16,0.5,0.16,0
1.727e-05,-1.4749e-05,0,1,0.161,0.5,0.161,0
1.727e-05,-1.484e-05,0,1,0.162,0.5,0.162,0
1.727e-05,-1.4932e-05,0,1,0.163,0.5,0.163,0
1.727e-05,-1.5024e-05,0,1,0.164,0.5,0.164,0
1.727e-05,-1.5115e-05,0,1,0.165,0.5,0.165,0
1.727e-05,-1.5207e-05,0,1,0.166,0.5,0.166,0
1.727e-05,-1.5298e-05,0,1,0.167,0.5,0.167,0
1.727e-05,-1.539e-05,0,1,0.168,0.5,0.168,0
1.727e-05,-1.5482e-05,0,1,0.169,0.5,0.169,0
1.727e-05,-1.5573e-05,0,1,0.17,0.5,0.17,0
1.727e-05,-1.5665e-05,0,1,0.171,0.5,0.171,0
1.727e-05,-1.5756e-05,0,1,0.172,0.5,0.172,0
1.727e-05,-1.5848e-05,0,1,0.173,0.5,0.173,0
1.727e-05,-1.594e-05,0,1,0.174,0.5,0.174,0
1.727e-05,-1.6031e-05,0,1,0.175,0.5,0.175,0
1.727e-05,-1.6123e-05,0,1,0.176,0.5,0.176,0
1.727e-05,-1.6214e-05,0,1,0.177,0.5,0.177,0
1.727e-05,-1.6306e-05,0,1,0.178,0.5,0.178,0
1.727e-05,-1.6398e-05,0,1,0.179,0.5,0.179,0
1.727e-05,-1.6489e-05,0,1,0.18,0.5,0.18,0
1.727e-05,-1.6581e-05,0,1,0.181,0.5,0.181,0
1.727e-05,-1.6672e-05,0,1,0.182,0.5,0.182,0
1.727e-05,-1.6764e-05,0,1,0.183,0.5,0.183,0
1.727e-05,-1.6856e-05,0,1,0.184,0.5,0.184,0
1.727e-05,-1.6947e-05,0,1,0.185,0.5,0.185,0
1.727e-05,-1.7039e-05,0,1,0.186,0.5,0.186,0
1.727e-05,-1.7131e-05,0,1,0.187,0.5,0.187,0
1.727e-05,-1.7222e-05,0,1,0.188,0.5,0.188,0
1.727e-05,-1.7314e-05,0,1,0.189,0.5,0.189,0
1.727e-05,-1.7405e-05,0,1,0.19,0.5,0.19,0
1.727e-05,-1.7497e-05,0,1,0.191,0.5,0.191,0
1.727e-05,-1.7589e-05,0,1,0.192,0.5,0.192,0
1.727e-05,-1.768e-05,0,1,0.193,0.5,0.193,0
1.727e-05,-1.7772e-05,0,1,0.194,0.5,0.194,0
1.727e-05,-1.7863e-05,0,1,0.195,0.5,0.195,0
1.727e-05,-1.7955e-05,0,1,0.196,0.5,0.196,0
1.727e-05,-1.8047e-05,0,1,0.197,0.5,0.197,0
1.727e-05,-1.8138e-05,0,1,0.198,0.5,0.198,0
1.727e-05,-1.823e-05,0,1,0.199,0.5,0.199,0
1.727e-05,-1.8321e-05,0,1,0.2,0.5,0.2,0
1.727e-05,-1.8413e-05,0,1,0.201,0.5,0.201,0
1.727e-05,-1.8505e-05,0,1,0.202,0.5,0.202,0
1.727e-05,-1.8596e-05,0,1,0.203,0.5,0.203,0
1.727e-05,-1.8688e-05,0,1,0.204,0.5,0.204,0
1.727e-05,-1.8779e-05,0,1,0.205,0.5,0.205,0
1.727e-05,-1.8871e-05,0,1,0.206,0.5,0.206,0
1.727e-05,-1.8963e-05,0,1,0.207,0.5,0.207,0
1.727e-05,-1.9054e-05,0,1,0.208,0.5,0.208,0
1.727e-05,-1.9146e-05,0,1,0.209,0.5,0.209,0
1.727e-05,-1.9237e-05,0,1,0.21,0.5,0.21,0
1.727e-05,-1.9329e-05,0,1,0.211,0.5,0.211,0
1.727e-05,-1.9421e-05,0,1,0.212,0.5,0.212,0
1.727e-05,-1.9512e-05,0,1,0.213,0.5,0.213,0
1.727e-05,-1.9604e-05,0,1,0.214,0.5,0.214,0
1.727e-05,-1.9696e-05,0,1,0.215,0.5,0.215,0
1.727e-05,-1.9787e-05,0,1,0.216,0.5,0.216,0
1.727e-05,-1.9879e-05,0,1,0.217,0.5,0.217,0
1.727e-05,-1.997e-05,0,1,0.218,0.5,0.218,0
1.727e-05,-2.0062e-05,0,1,0.219,0.5,0.219,0
1.727e-05,-2.0154e-05,0,1,0.22,0.5,0.22,0
1.727e-05,-2.0245e-05,0,1,0.221,0.5,0.221,0
1.727e-05,-2.0337e-05,0,1,0.222,0.5,0.222,0
1.727e-05,-2.0428e-05,0,1,0.223,0.5,0.223,0
1.727e-05,-2.052e-05,0,1,0.224,0.5,0.224,0
1.727e-05,-2.0612e-05,0,1,0.225,0.5,0.225,0
1.727e-05,-2.0703e-05,0,1,0.226,0.5,0.226,0
1.727e-05,-2.0795e-05,0,1,0.227,0.5,0.227,0
1.727e-05,-2.0886e-05,0,1,0.228,0.5,0.228,0
1.727e-05,-2.0978e-05,0,1,0.229,0.5,0.229,0
1.727e-05,-2.107e-05,0,1,0.23,0.5,0.23,0
1.727e-05,-2.1161e-05,0,1,0.231,0.5,0.231,0
1.727e-05,-2.1253e-05,0,1,0.232,0.5,0.232,0
1.727e-05,-2.1344e-05,0,1,0.233,0.5,0.233,0
1.727e-05,-2.1436e-05,0,1,0.234,0.5,0.234,0
1.727e-05,-2.1528e-05,0,1,0.235,0.5,0.235,0
1.727e-05,-2.1619e-05,0,1,0.236,0.5,0.236,0
1.727e-05,-2.1711e-05,0,1,0.237,0.5,0.237,0
1.727e-05,-2.1802e-05,0,1,0.238,0.5,0.238,0
1.727e-05,-2.1894e-05,0,1,0.239,0.5,0.239,0
1.727e-05,-2.1986e-05,0,1,0.24,0.5,0.24,0
1.727e-05,-2.2077e-05,0,1,0.241,0.5,0.241,0
1.727e-05,-2.2169e-05,0,1,0.242,0.5,0.242,0
1.727e-05,-2.226e-05,0,1,0.243,0.5,0.243,0
1.727e-05,-2.2352e-05,0,1,0.244,0.5,0.244,0
1.727e-05,-2.2444e-05,0,1,0.245,0.5,0.245,0
1.727e-05,-2.2535e-05,0,1,0.246,0.5,0.246,0
1.727e-05,-2.2627e-05,0,1,0.247,0.5,0.247,0
1.727e-05,-2.2719e-05,0,1,0.248,0.5,0.248,0
1.727e-05,-2.281e-05,0,1,0.249,0.5,0.249,0
1.727e-05,-2.2902e-05,0,1,0.25,0.5,0.25,0
1.727e-05,-2.2993e-05,0,1,0.251,0.5,0.251,0
1.727e-05,-2.3085e-05,0,1,0.252,0.5,0.252,0
1.727e-05,-2.3177e-05,0,1,0.253,0.5,0.253,0
1.727e-05,-2.3268e-05,0,1,0.254,0.5,0.254,0
1.727e-05,-2.336e-05,0,1,0.255,0.5,0.255,0
1.727e-05,-2.3451e-05,0,1,0.256,0.5,0.256,0
1.727e-05,-2.3543e-05,0,1,0.257,0.5,0.257,0
1.727e-05,-2.3635e-05,0,1,0.258,0.5,0.258,0
1.727e-05,-2.3726e-05,0,1,0.259,0.5,0.259,0
1.727e-05,-2.3818e-05,0,1,0.26,0.5,0.26,0
1.727e-05,-2.3909e-05,0,1,0.261,0.5,0.261,0
1.727e-05,-2.4001e-05,0,1,0.262,0.5,0.262,0
1.727e-05,-2.4093e-05,0,1,0.263,0.5,0.263,0
1.727e-05,-2.4184e-05,0,1,0.264,0.5,0.264,0
1.727e-05,-2.4276e-05,0,1,0.265,0.5,0.265,0
1.727e-05,-2.4367e-05,0,1,0.266,0.5,0.266,0
1.727e-05,-2.4459e-05,0,1,0.267,0.5,0.267,0
1.727e-05,-2.4551e-05,0,1,0.268,0.5,0.268,0
1.727e-05,-2.4642e-05,0,1,0.269,0.5,0.269,0
1.727e-05,-2.4734e-05,0,1,0.27,0.5,0.27,0
1.727e-05,-2.4825e-05,0,1,0.271,0.5,0.271,0
1.727e-05,-2.4917e-05,0,1,0.272,0.5,0.272,0
1.727e-05,-2.5009e-05,0,1,0.273,0.5,0.273,0
1.727e-05,-2.51e-05,0,1,0.274,0.5,0.274,0
1.727e-05,-2.5192e-05,0,1,0.275,0.5,0.275,0
1.727e-05,-2.5284e-05,0,1,0.276,0.5,0.276,0
1.727e-05,-2.5375e-05,0,1,0.277,0.5,0.277,0
1.727e-05,-2.5467e-05,0,1,0.278,0.5,0.278,0
1.727e-05,-2.5558e-05,0,1,0.279,0.5,0.279,0
1.727e-05,-2.565e-05,0,1,0.28,0.5,0.28,0
1.727e-05,-2.5742e-05,0,1,0.281,0.5,0.281,0
1.727e-05,-2.5833e-05,0,1,0.282,0.5,0.282,0
1.727e-05,-2.5925e-05,0,1,0.283,0.5,0.283,0
1.727e-05,-2.6016e-05,0,1,0.284,0.5,0.284,0
1.727e-05,-2.6108e-05,0,1,0.285,0.5,0.285,0
