"f_72-1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9779.2,1,0,0.5,0,0
9779.2,1,0.01,0.5,0.01,0
9779.2,1,0.02,0.5,0.02,0
9779.2,1,0.03,0.5,0.03,0
9779.2,1,0.04,0.5,0.04,0
9779.2,1,0.05,0.5,0.05,0
9779.2,1,0.06,0.5,0.06,0
9779.2,1,0.07,0.5,0.07,0
9779.2,1,0.08,0.5,0.08,0
9779.2,1,0.09,0.5,0.09,0
9779.2,1,0.1,0.5,0.1,0
9779.2,1,0.11,0.5,0.11,0
9779.2,1,0.12,0.5,0.12,0
9779.2,1,0.13,0.5,0.13,0
9779.2,1,0.14,0.5,0.14,0
9779.2,1,0.15,0.5,0.15,0
9779.2,1,0.16,0.5,0.16,0
9779.2,1,0.17,0.5,0.17,0
9779.2,1,0.18,0.5,0.18,0
9779.2,1,0.19,0.5,0.19,0
9779.2,1,0.2,0.5,0.2,0
9779.2,1,0.21,0.5,0.21,0
9779.2,1,0.22,0.5,0.22,0
9779.2,1,0.23,0.5,0.23,0
9779.2,1,0.24,0.5,0.24,0
9779.2,1,0.25,0.5,0.25,0
9779.2,1,0.26,0.5,0.26,0
9779.2,1,0.27,0.5,0.27,0
9779.2,1,0.28,0.5,0.28,0
9779.2,1,0.29,0.5,0.29,0
9779.2,1,0.3,0.5,0.3,0
9779.2,1,0.31,0.5,0.31,0
9779.2,1,0.32,0.5,0.32,0
9779.2,1,0.33,0.5,0.33,0
9779.2,1,0.34,0.5,0.34,0
9779.2,1,0.35,0.5,0.35,0
9779.2,1,0.36,0.5,0.36,0
9779.2,1,0.37,0.5,0.37,0
9779.2,1,0.38,0.5,0.38,0
9779.2,1,0.39,0.5,0.39,0
9779.2,1,0.4,0.5,0.4,0
9779.2,1,0.41,0.5,0.41,0
9779.2,1,0.42,0.5,0.42,0
9779.2,1,0.43,0.5,0.43,0
9779.2,1,0.44,0.5,0.44,0
9779.2,1,0.45,0.5,0.45,0
9779.2,1,0.46,0.5,0.46,0
9779.2,1,0.47,0.5,0.47,0
9779.2,1,0.48,0.5,0.48,0
9779.2,1,0.49,0.5,0.49,0
9779.2,1,0.5,0.5,0.5,0
9779.2,1,0.51,0.5,0.51,0
9779.2,1,0.52,0.5,0.52,0
9779.2,1,0.53,0.5,0.53,0
9779.2,1,0.54,0.5,0.54,0
9779.2,1,0.55,0.5,0.55,0
9779.2,1,0.56,0.5,0.56,0
9779.2,1,0.57,0.5,0.57,0
9779.2,1,0.58,0.5,0.58,0
9779.2,1,0.59,0.5,0.59,0
9779.2,1,0.6,0.5,0.6,0
9779.2,1,0.61,0.5,0.61,0
9779.2,1,0.62,0.5,0.62,0
9779.2,1,0.63,0.5,0.63,0
9779.2,1,0.64,0.5,0.64,0
9779.2,1,0.65,0.5,0.65,0
9779.2,1,0.66,0.5,0.66,0
9779.2,1,0.67,0.5,0.67,0
9779.2,1,0.68,0.5,0.68,0
9779.2,1,0.69,0.5,0.69,0
9779.2,1,0.7,0.5,0.7,0
9779.2,1,0.71,0.5,0.71,0
9779.2,1,0.72,0.5,0.72,0
9779.2,1,0.73,0.5,0.73,0
9779.2,1,0.74,0.5,0.74,0
9779.2,1,0.75,0.5,0.75,0
9779.2,1,0.76,0.5,0.76,0
9779.2,1,0.77,0.5,0.77,0
9779.2,1,0.78,0.5,0.78,0
9779.2,1,0.79,0.5,0.79,0
9779.2,1,0.8,0.5,0.8,0
9779.2,1,0.81,0.5,0.81,0
9779.2,1,0.82,0.5,0.82,0
9779.2,1,0.83,0.5,0.83,0
9779.2,1,0.84,0.5,0.84,0
9779.2,1,0.85,0.5,0.85,0
9779.2,1,0.86,0.5,0.86,0
9779.2,1,0.87,0.5,0.87,0
9779.2,1,0.88,0.5,0.88,0
9779.2,1,0.89,0.5,0.89,0
9779.2,1,0.9,0.5,0.9,0
9779.2,1,0.91,0.5,0.91,0
9779.2,1,0.92,0.5,0.92,0
9779.2,1,0.93,0.5,0.93,0
9779.2,1,0.94,0.5,0.94,0
9779.2,1,0.95,0.5,0.95,0
9779.2,1,0.96,0.5,0.96,0
9779.2,1,0.97,0.5,0.97,0
9779.2,1,0.98,0.5,0.98,0
9779.2,1,0.99,0.5,0.99,0
9779.2,1,1,0.5,1,0
9779.2,1,1.01,0.5,1.01,0
9779.2,1,1.02,0.5,1.02,0
9779.2,1,1.03,0.5,1.03,0
9779.2,1,1.04,0.5,1.04,0
9779.2,1,1.05,0.5,1.05,0
9779.2,1,1.06,0.5,1.06,0
9779.2,1,1.07,0.5,1.07,0
9779.2,1,1.08,0.5,1.08,0
9779.2,1,1.09,0.5,1.09,0
9779.2,1,1.1,0.5,1.1,0
9779.2,1,1.11,0.5,1.11,0
9779.2,1,1.12,0.5,1.12,0
9779.2,1,1.13,0.5,1.13,0
9779.2,1,1.14,0.5,1.14,0
9779.2,1,1.15,0.5,1.15,0
9779.2,1,1.16,0.5,1.16,0
9779.2,1,1.17,0.5,1.17,0
9779.2,1,1.18,0.5,1.18,0
9779.2,1,1.19,0.5,1.19,0
9779.2,1,1.2,0.5,1.2,0
9779.2,1,1.21,0.5,1.21,0
9779.2,1,1.22,0.5,1.22,0
9779.2,1,1.23,0.5,1.23,0
9779.2,1,1.24,0.5,1.24,0
9779.2,1,1.25,0.5,1.25,0
9779.2,1,1.26,0.5,1.26,0
9779.2,1,1.27,0.5,1.27,0
9779.2,1,1.28,0.5,1.28,0
9779.2,1,1.29,0.5,1.29,0
9779.2,1,1.3,0.5,1.3,0
9779.2,1,1.31,0.5,1.31,0
9779.2,1,1.32,0.5,1.32,0
9779.2,1,1.33,0.5,1.33,0
9779.2,1,1.34,0.5,1.34,0
9779.2,1,1.35,0.5,1.35,0
9779.2,1,1.36,0.5,1.36,0
9779.2,1,1.37,0.5,1.37,0
9779.2,1,1.38,0.5,1.38,0
9779.2,1,1.39,0.5,1.39,0
9779.2,1,1.4,0.5,1.4,0
9779.2,1,1.41,0.5,1.41,0
9779.2,1,1.42,0.5,1.42,0
9779.2,1,1.43,0.5,1.43,0
9779.2,1,1.44,0.5,1.44,0
9779.2,1,1.45,0.5,1.45,0
9779.2,1,1.46,0.5,1.46,0
9779.2,1,1.47,0.5,1.47,0
9779.2,1,1.48,0.5,1.48,0
9779.2,1,1.49,0.5,1.49,0
9779.2,1,1.5,0.5,1.5,0
9779.2,1,1.51,0.5,1.51,0
9779.2,1,1.52,0.5,1.52,0
9779.2,1,1.53,0.5,1.53,0
9779.2,1,1.54,0.5,1.54,0
9779.2,1,1.55,0.5,1.55,0
9779.2,1,1.56,0.5,1.56,0
9779.2,1,1.57,0.5,1.57,0
9779.2,1,1.58,0.5,1.58,0
9779.2,1,1.59,0.5,1.59,0
9779.2,1,1.6,0.5,1.6,0
9779.2,1,1.61,0.5,1.61,0
9779.2,1,1.62,0.5,1.62,0
9779.2,1,1.63,0.5,1.63,0
9779.2,1,1.64,0.5,1.64,0
9779.2,1,1.65,0.5,1.65,0
9779.2,1,1.66,0.5,1.66,0
9779.2,1,1.67,0.5,1.67,0
9779.2,1,1.68,0.5,1.68,0
9779.2,1,1.69,0.5,1.69,0
9779.2,1,1.7,0.5,1.7,0
9779.2,1,1.71,0.5,1.71,0
9779.2,1,1.72,0.5,1.72,0
9779.2,1,1.73,0.5,1.73,0
9779.2,1,1.74,0.5,1.74,0
9779.2,1,1.75,0.5,1.75,0
9779.2,1,1.76,0.5,1.76,0
9779.2,1,1.77,0.5,1.77,0
9779.2,1,1.78,0.5,1.78,0
9779.2,1,1.79,0.5,1.79,0
9779.2,1,1.8,0.5,1.8,0
9779.2,1,1.81,0.5,1.81,0
9779.2,1,1.82,0.5,1.82,0
9779.2,1,1.83,0.5,1.83,0
9779.2,1,1.84,0.5,1.84,0
9779.2,1,1.85,0.5,1.85,0
9779.2,1,1.86,0.5,1.86,0
9779.2,1,1.87,0.5,1.87,0
9779.2,1,1.88,0.5,1.88,0
9779.2,1,1.89,0.5,1.89,0
9779.2,1,1.9,0.5,1.9,0
9779.2,1,1.91,0.5,1.91,0
9779.2,1,1.92,0.5,1.92,0
