"f_72-1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9234.6,1,0,0.5,0,0
9234.5,1,0.01,0.5,0.01,0
9234.3,1,0.02,0.5,0.02,0
9234.1,1,0.03,0.5,0.03,0
9233.9,1,0.04,0.5,0.04,0
9233.7,1,0.05,0.5,0.05,0
9233.5,1,0.06,0.5,0.06,0
9233.4,1,0.07,0.5,0.07,0
9233.2,1,0.08,0.5,0.08,0
9233,1,0.09,0.5,0.09,0
9232.8,1,0.1,0.5,0.1,0
9232.6,1,0.11,0.5,0.11,0
9232.4,1,0.12,0.5,0.12,0
9232.2,1,0.13,0.5,0.13,0
9232.1,1,0.14,0.5,0.14,0
9231.9,1,0.15,0.5,0.15,0
9231.7,1,0.16,0.5,0.16,0
9231.5,1,0.17,0.5,0.17,0
9231.3,1,0.18,0.5,0.18,0
9231.1,1,0.19,0.5,0.19,0
9231,1,0.2,0.5,0.2,0
9230.8,1,0.21,0.5,0.21,0
9230.6,1,0.22,0.5,0.22,0
9230.4,1,0.23,0.5,0.23,0
9230.2,1,0.24,0.5,0.24,0
9230,1,0.25,0.5,0.25,0
9229.5,1,0.26,0.5,0.26,0
9228.9,1,0.27,0.5,0.27,0
9228.4,1,0.28,0.5,0.28,0
9227.8,1,0.29,0.5,0.29,0
9227.2,1,0.3,0.5,0.3,0
9226.7,1,0.31,0.5,0.31,0
9226.1,1,0.32,0.5,0.32,0
9225.6,1,0.33,0.5,0.33,0
9225,1,0.34,0.5,0.34,0
9224.5,1,0.35,0.5,0.35,0
9223.9,1,0.36,0.5,0.36,0
9223.4,1,0.37,0.5,0.37,0
9222.8,1,0.38,0.5,0.38,0
9222.2,1,0.39,0.5,0.39,0
9221.7,1,0.4,0.5,0.4,0
9221.1,1,0.41,0.5,0.41,0
9220.6,1,0.42,0.5,0.42,0
9220,1,0.43,0.5,0.43,0
9219.5,1,0.44,0.5,0.44,0
9218.9,1,0.45,0.5,0.45,0
9218.4,1,0.46,0.5,0.46,0
9217.8,1,0.47,0.5,0.47,0
9217.2,1,0.48,0.5,0.48,0
9216.7,1,0.49,0.5,0.49,0
9216.1,1,0.5,0.5,0.5,0
9215.2,1,0.51,0.5,0.51,0
9214.3,1,0.52,0.5,0.52,0
9213.3,1,0.53,0.5,0.53,0
9212.4,1,0.54,0.5,0.54,0
9211.5,1,0.55,0.5,0.55,0
9210.6,1,0.56,0.5,0.56,0
9209.6,1,0.57,0.5,0.57,0
9208.7,1,0.58,0.5,0.58,0
9207.8,1,0.59,0.5,0.59,0
9206.8,1,0.6,0.5,0.6,0
9205.9,1,0.61,0.5,0.61,0
9205,1,0.62,0.5,0.62,0
9204.1,1,0.63,0.5,0.63,0
9203.1,1,0.64,0.5,0.64,0
9202.2,1,0.65,0.5,0.65,0
9201.3,1,0.66,0.5,0.66,0
9200.3,1,0.67,0.5,0.67,0
9199.4,1,0.68,0.5,0.68,0
9198.5,1,0.69,0.5,0.69,0
9197.5,1,0.7,0.5,0.7,0
9196.6,1,0.71,0.5,0.71,0
9195.7,1,0.72,0.5,0.72,0
9194.8,1,0.73,0.5,0.73,0
9193.8,1,0.74,0.5,0.74,0
9192.9,1,0.75,0.5,0.75,0
9191.6,1,0.76,0.5,0.76,0
9190.3,1,0.77,0.5,0.77,0
9189,1,0.78,0.5,0.78,0
9187.7,1,0.79,0.5,0.79,0
9186.4,1,0.8,0.5,0.8,0
9185.1,1,0.81,0.5,0.81,0
9183.7,1,0.82,0.5,0.82,0
9182.4,1,0.83,0.5,0.83,0
9181.1,1,0.84,0.5,0.84,0
9179.8,1,0.85,0.5,0.85,0
9178.5,1,0.86,0.5,0.86,0
9177.2,1,0.87,0.5,0.87,0
9175.9,1,0.88,0.5,0.88,0
9174.6,1,0.89,0.5,0.89,0
9173.3,1,0.9,0.5,0.9,0
9172,1,0.91,0.5,0.91,0
9170.7,1,0.92,0.5,0.92,0
9169.4,1,0.93,0.5,0.93,0
9168,1,0.94,0.5,0.94,0
9166.7,1,0.95,0.5,0.95,0
9165.4,1,0.96,0.5,0.96,0
9164.1,1,0.97,0.5,0.97,0
9162.8,1,0.98,0.5,0.98,0
9161.5,1,0.99,0.5,0.99,0
9160.2,1,1,0.5,1,0
9158.5,1,1.01,0.5,1.01,0
9156.8,1,1.02,0.5,1.02,0
9155.1,1,1.03,0.5,1.03,0
9153.4,1,1.04,0.5,1.04,0
9151.7,1,1.05,0.5,1.05,0
9150,1,1.06,0.5,1.06,0
9148.3,1,1.07,0.5,1.07,0
9146.6,1,1.08,0.5,1.08,0
9144.9,1,1.09,0.5,1.09,0
9143.3,1,1.1,0.5,1.1,0
9141.6,1,1.11,0.5,1.11,0
9139.9,1,1.12,0.5,1.12,0
9138.2,1,1.13,0.5,1.13,0
9136.5,1,1.14,0.5,1.14,0
9134.8,1,1.15,0.5,1.15,0
9133.1,1,1.16,0.5,1.16,0
9131.4,1,1.17,0.5,1.17,0
9129.7,1,1.18,0.5,1.18,0
9128,1,1.19,0.5,1.19,0
9126.3,1,1.2,0.5,1.2,0
9124.6,1,1.21,0.5,1.21,0
9122.9,1,1.22,0.5,1.22,0
9121.2,1,1.23,0.5,1.23,0
9119.5,1,1.24,0.5,1.24,0
9117.8,1,1.25,0.5,1.25,0
9115.8,1,1.26,0.5,1.26,0
9113.7,1,1.27,0.5,1.27,0
9111.6,1,1.28,0.5,1.28,0
9109.5,1,1.29,0.5,1.29,0
9107.4,1,1.3,0.5,1.3,0
9105.3,1,1.31,0.5,1.31,0
9103.2,1,1.32,0.5,1.32,0
9101.1,1,1.33,0.5,1.33,0
9099,1,1.34,0.5,1.34,0
9097,1,1.35,0.5,1.35,0
9094.9,1,1.36,0.5,1.36,0
9092.8,1,1.37,0.5,1.37,0
9090.7,1,1.38,0.5,1.38,0
9088.6,1,1.39,0.5,1.39,0
9086.5,1,1.4,0.5,1.4,0
9084.4,1,1.41,0.5,1.41,0
9082.3,1,1.42,0.5,1.42,0
9080.3,1,1.43,0.5,1.43,0
9078.2,1,1.44,0.5,1.44,0
