"u:0","u:1","u:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,-0.035661,0,1,0,0,0.5,0
-3.1109e-05,-0.03566,0,1,0.001,0.001,0.5,0
-6.2219e-05,-0.035659,0,1,0.002,0.002,0.5,0
-9.3328e-05,-0.035659,0,1,0.003,0.003,0.5,0
-0.00012444,-0.035658,0,1,0.004,0.004,0.5,0
-0.00015555,-0.035657,0,1,0.005,0.005,0.5,0
-0.00018666,-0.035656,0,1,0.006,0.006,0.5,0
-0.00021776,-0.035655,0,1,0.007,0.007,0.5,0
-0.00024887,-0.035654,0,1,0.008,0.008,0.5,0
-0.00027998,-0.035654,0,1,0.009,0.009,0.5,0
-0.00031109,-0.035653,0,1,0.01,0.01,0.5,0
-0.0003422,-0.035652,0,1,0.011,0.011,0.5,0
-0.00037331,-0.035651,0,1,0.012,0.012,0.5,0
-0.00040442,-0.03565,0,1,0.013,0.013,0.5,0
-0.00043553,-0.035649,0,1,0.014,0.014,0.5,0
-0.00046664,-0.035649,0,1,0.015,0.015,0.5,0
-0.00049775,-0.035648,0,1,0.016,0.016,0.5,0
-0.00052886,-0.035647,0,1,0.017,0.017,0.5,0
-0.00055997,-0.035646,0,1,0.018,0.018,0.5,0
-0.00059108,-0.035645,0,1,0.019,0.019,0.5,0
-0.00062201,-0.035643,0,1,0.02,0.02,0.5,0
-0.00065274,-0.03564,0,1,0.021,0.021,0.5,0
-0.00068347,-0.035636,0,1,0.022,0.022,0.5,0
-0.00071419,-0.035633,0,1,0.023,0.023,0.5,0
-0.00074492,-0.035629,0,1,0.024,0.024,0.5,0
-0.00077565,-0.035626,0,1,0.025,0.025,0.5,0
-0.00080637,-0.035622,0,1,0.026,0.026,0.5,0
-0.0008371,-0.035619,0,1,0.027,0.027,0.5,0
-0.00086782,-0.035615,0,1,0.028,0.028,0.5,0
-0.00089855,-0.035612,0,1,0.029,0.029,0.5,0
-0.00092928,-0.035609,0,1,0.03,0.03,0.5,0
-0.00096,-0.035605,0,1,0.031,0.031,0.5,0
-0.00099073,-0.035602,0,1,0.032,0.032,0.5,0
-0.0010215,-0.035598,0,1,0.033,0.033,0.5,0
-0.0010522,-0.035595,0,1,0.034,0.034,0.5,0
-0.0010829,-0.035591,0,1,0.035,0.035,0.5,0
-0.0011136,-0.035588,0,1,0.036,0.036,0.5,0
-0.0011444,-0.035584,0,1,0.037,0.037,0.5,0
-0.0011751,-0.035581,0,1,0.038,0.038,0.5,0
-0.0012058,-0.035577,0,1,0.039,0.039,0.5,0
-0.0012365,-0.035574,0,1,0.04,0.04,0.5,0
-0.0012673,-0.035571,0,1,0.041,0.041,0.5,0
-0.0012967,-0.035565,0,1,0.042,0.042,0.5,0
-0.0013261,-0.03556,0,1,0.043,0.043,0.5,0
-0.0013555,-0.035555,0,1,0.044,0.044,0.5,0
-0.0013849,-0.03555,0,1,0.045,0.045,0.5,0
-0.0014143,-0.035544,0,1,0.046,0.046,0.5,0
-0.0014437,-0.035539,0,1,0.047,0.047,0.5,0
-0.0014731,-0.035534,0,1,0.048,0.048,0.5,0
-0.0015025,-0.035528,0,1,0.049,0.049,0.5,0
-0.0015319,-0.035523,0,1,0.05,0.05,0.5,0
-0.0015613,-0.035518,0,1,0.051,0.051,0.5,0
-0.0015907,-0.035513,0,1,0.052,0.052,0.5,0
-0.0016201,-0.035507,0,1,0.053,0.053,0.5,0
-0.0016495,-0.035502,0,1,0.054,0.054,0.5,0
-0.0016788,-0.035497,0,1,0.055,0.055,0.5,0
-0.0017082,-0.035492,0,1,0.056,0.056,0.5,0
-0.0017376,-0.035486,0,1,0.057,0.057,0.5,0
-0.001767,-0.035481,0,1,0.058,0.058,0.5,0
-0.0017964,-0.035476,0,1,0.059,0.059,0.5,0
-0.0018258,-0.035471,0,1,0.06,0.06,0.5,0
-0.0018552,-0.035465,0,1,0.061,0.061,0.5,0
-0.0018846,-0.03546,0,1,0.062,0.062,0.5,0
-0.001914,-0.035455,0,1,0.063,0.063,0.5,0
-0.0019434,-0.035449,0,1,0.064,0.064,0.5,0
-0.0019721,-0.035444,0,1,0.065,0.065,0.5,0
-0.0019992,-0.035436,0,1,0.066,0.066,0.5,0
-0.0020263,-0.035429,0,1,0.067,0.067,0.5,0
-0.0020535,-0.035422,0,1,0.068,0.068,0.5,0
-0.0020806,-0.035415,0,1,0.069,0.069,0.5,0
-0.0021077,-0.035407,0,1,0.07,0.07,0.5,0
-0.0021348,-0.0354,0,1,0.071,0.071,0.5,0
-0.0021619,-0.035393,0,1,0.072,0.072,0.5,0
-0.0021891,-0.035386,0,1,0.073,0.073,0.5,0
-0.0022162,-0.035379,0,1,0.074,0.074,0.5,0
-0.0022433,-0.035371,0,1,0.075,0.075,0.5,0
-0.0022704,-0.035364,0,1,0.076,0.076,0.5,0
-0.0022976,-0.035357,0,1,0.077,0.077,0.5,0
-0.0023247,-0.03535,0,1,0.078,0.078,0.5,0
-0.0023518,-0.035342,0,1,0.079,0.079,0.5,0
-0.0023789,-0.035335,0,1,0.08,0.08,0.5,0
-0.002406,-0.035328,0,1,0.081,0.081,0.5,0
-0.0024332,-0.035321,0,1,0.082,0.082,0.5,0
-0.0024603,-0.035313,0,1,0.083,0.083,0.5,0
-0.0024874,-0.035306,0,1,0.084,0.084,0.5,0
-0.0025145,-0.035299,0,1,0.085,0.085,0.5,0
-0.0025416,-0.035292,0,1,0.086,0.086,0.5,0
-0.0025688,-0.035284,0,1,0.087,0.087,0.5,0
-0.0025959,-0.035277,0,1,0.088,0.088,0.5,0
-0.002623,-0.03527,0,1,0.089,0.089,0.5,0
-0.0026501,-0.035263,0,1,0.09,0.09,0.5,0
