"u:0","u:1","u:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,-0.001073477,0,1,0,0,365.76,0
-3.177245e-07,-0.001073463,0,1,0.36576,0.36576,365.76,0
-6.35449e-07,-0.001073448,0,1,0.73152,0.73152,365.76,0
-9.531735e-07,-0.001073434,0,1,1.09728,1.09728,365.76,0
-1.270898e-06,-0.00107342,0,1,1.46304,1.46304,365.76,0
-1.588622e-06,-0.001073405,0,1,1.8288,1.8288,365.76,0
-1.906347e-06,-0.001073391,0,1,2.19456,2.19456,365.76,0
-2.224072e-06,-0.001073376,0,1,2.56032,2.56032,365.76,0
-2.541796e-06,-0.001073362,0,1,2.92608,2.92608,365.76,0
-2.85952e-06,-0.001073347,0,1,3.29184,3.29184,365.76,0
-3.177245e-06,-0.001073333,0,1,3.6576,3.6576,365.76,0
-3.49497e-06,-0.001073319,0,1,4.02336,4.02336,365.76,0
-3.812694e-06,-0.001073304,0,1,4.38912,4.38912,365.76,0
-4.130418e-06,-0.00107329,0,1,4.75488,4.75488,365.76,0
-4.448143e-06,-0.001073275,0,1,5.12064,5.12064,365.76,0
-4.765867e-06,-0.001073261,0,1,5.4864,5.4864,365.76,0
-5.083592e-06,-0.001073246,0,1,5.85216,5.85216,365.76,0
-5.404811e-06,-0.001073221,0,1,6.21792,6.21792,365.76,0
-5.733017e-06,-0.001073175,0,1,6.58368,6.58368,365.76,0
-6.061224e-06,-0.001073128,0,1,6.94944,6.94944,365.76,0
-6.389431e-06,-0.001073082,0,1,7.3152,7.3152,365.76,0
-6.717637e-06,-0.001073035,0,1,7.68096,7.68096,365.76,0
-7.045845e-06,-0.001072989,0,1,8.046721,8.046721,365.76,0
-7.374051e-06,-0.001072942,0,1,8.41248,8.41248,365.76,0
-7.702258e-06,-0.001072896,0,1,8.77824,8.77824,365.76,0
-8.030464e-06,-0.001072849,0,1,9.144,9.144,365.76,0
-8.358671e-06,-0.001072803,0,1,9.50976,9.50976,365.76,0
-8.686879e-06,-0.001072756,0,1,9.875521,9.875521,365.76,0
-9.015085e-06,-0.00107271,0,1,10.24128,10.24128,365.76,0
-9.343292e-06,-0.001072663,0,1,10.60704,10.60704,365.76,0
-9.671498e-06,-0.001072617,0,1,10.9728,10.9728,365.76,0
-9.999705e-06,-0.00107257,0,1,11.33856,11.33856,365.76,0
-1.032791e-05,-0.001072524,0,1,11.70432,11.70432,365.76,0
-1.065612e-05,-0.001072477,0,1,12.07008,12.07008,365.76,0
-1.098642e-05,-0.001072392,0,1,12.43584,12.43584,365.76,0
-1.131777e-05,-0.001072287,0,1,12.8016,12.8016,365.76,0
-1.164912e-05,-0.001072181,0,1,13.16736,13.16736,365.76,0
-1.198047e-05,-0.001072076,0,1,13.53312,13.53312,365.76,0
-1.231182e-05,-0.001071971,0,1,13.89888,13.89888,365.76,0
-1.264317e-05,-0.001071866,0,1,14.26464,14.26464,365.76,0
-1.297452e-05,-0.00107176,0,1,14.6304,14.6304,365.76,0
-1.330587e-05,-0.001071655,0,1,14.99616,14.99616,365.76,0
-1.363722e-05,-0.00107155,0,1,15.36192,15.36192,365.76,0
-1.396857e-05,-0.001071445,0,1,15.72768,15.72768,365.76,0
-1.429992e-05,-0.001071339,0,1,16.09344,16.09344,365.76,0
-1.463127e-05,-0.001071234,0,1,16.4592,16.4592,365.76,0
-1.496262e-05,-0.001071129,0,1,16.82496,16.82496,365.76,0
-1.529397e-05,-0.001071024,0,1,17.19072,17.19072,365.76,0
-1.562532e-05,-0.001070919,0,1,17.55648,17.55648,365.76,0
-1.595667e-05,-0.001070813,0,1,17.92224,17.92224,365.76,0
-1.628802e-05,-0.001070708,0,1,18.288,18.288,365.76,0
-1.657537e-05,-0.001070545,0,1,18.65376,18.65376,365.76,0
-1.686273e-05,-0.001070381,0,1,19.01952,19.01952,365.76,0
-1.715008e-05,-0.001070218,0,1,19.38528,19.38528,365.76,0
-1.743744e-05,-0.001070054,0,1,19.75104,19.75104,365.76,0
-1.772479e-05,-0.001069891,0,1,20.1168,20.1168,365.76,0
-1.801215e-05,-0.001069727,0,1,20.48256,20.48256,365.76,0
-1.82995e-05,-0.001069564,0,1,20.84832,20.84832,365.76,0
-1.858686e-05,-0.001069401,0,1,21.21408,21.21408,365.76,0
-1.887421e-05,-0.001069237,0,1,21.57984,21.57984,365.76,0
-1.916157e-05,-0.001069074,0,1,21.9456,21.9456,365.76,0
-1.944892e-05,-0.00106891,0,1,22.31136,22.31136,365.76,0
-1.973628e-05,-0.001068747,0,1,22.67712,22.67712,365.76,0
-2.002363e-05,-0.001068583,0,1,23.04288,23.04288,365.76,0
-2.031099e-05,-0.00106842,0,1,23.40864,23.40864,365.76,0
-2.059834e-05,-0.001068257,0,1,23.7744,23.7744,365.76,0
