"u:0","u:1","u:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,-0.0007054614,0,1,0,0,365.76,0
-4.432159e-07,-0.0007054418,0,1,0.36576,0.36576,365.76,0
-8.864317e-07,-0.0007054221,0,1,0.73152,0.73152,365.76,0
-1.329648e-06,-0.0007054025,0,1,1.09728,1.09728,365.76,0
-1.772863e-06,-0.0007053828,0,1,1.46304,1.46304,365.76,0
-2.21608e-06,-0.0007053632,0,1,1.8288,1.8288,365.76,0
-2.659295e-06,-0.0007053436,0,1,2.19456,2.19456,365.76,0
-3.102511e-06,-0.0007053239,0,1,2.56032,2.56032,365.76,0
-3.545727e-06,-0.0007053043,0,1,2.92608,2.92608,365.76,0
-3.988943e-06,-0.0007052847,0,1,3.29184,3.29184,365.76,0
-4.432159e-06,-0.000705265,0,1,3.6576,3.6576,365.76,0
-4.875375e-06,-0.0007052454,0,1,4.02336,4.02336,365.76,0
-5.31859e-06,-0.0007052257,0,1,4.38912,4.38912,365.76,0
-5.761806e-06,-0.0007052061,0,1,4.75488,4.75488,365.76,0
-6.205023e-06,-0.0007051865,0,1,5.12064,5.12064,365.76,0
-6.648238e-06,-0.0007051668,0,1,5.4864,5.4864,365.76,0
-7.091454e-06,-0.0007051472,0,1,5.85216,5.85216,365.76,0
-7.540518e-06,-0.0007051128,0,1,6.21792,6.21792,365.76,0
-8.001278e-06,-0.0007050488,0,1,6.58368,6.58368,365.76,0
-8.462037e-06,-0.0007049848,0,1,6.94944,6.94944,365.76,0
-8.922797e-06,-0.0007049207,0,1,7.3152,7.3152,365.76,0
-9.383556e-06,-0.0007048567,0,1,7.68096,7.68096,365.76,0
-9.844316e-06,-0.0007047927,0,1,8.046721,8.046721,365.76,0
-1.030508e-05,-0.0007047286,0,1,8.41248,8.41248,365.76,0
-1.076584e-05,-0.0007046646,0,1,8.77824,8.77824,365.76,0
-1.122659e-05,-0.0007046007,0,1,9.144,9.144,365.76,0
-1.168735e-05,-0.0007045366,0,1,9.50976,9.50976,365.76,0
-1.214811e-05,-0.0007044726,0,1,9.875521,9.875521,365.76,0
-1.260887e-05,-0.0007044086,0,1,10.24128,10.24128,365.76,0
-1.306963e-05,-0.0007043445,0,1,10.60704,10.60704,365.76,0
-1.353039e-05,-0.0007042805,0,1,10.9728,10.9728,365.76,0
-1.399115e-05,-0.0007042165,0,1,11.33856,11.33856,365.76,0
-1.445191e-05,-0.0007041525,0,1,11.70432,11.70432,365.76,0
-1.491267e-05,-0.0007040885,0,1,12.07008,12.07008,365.76,0
-1.537778e-05,-0.0007039663,0,1,12.43584,12.43584,365.76,0
-1.584506e-05,-0.000703815,0,1,12.8016,12.8016,365.76,0
-1.631234e-05,-0.0007036637,0,1,13.16736,13.16736,365.76,0
-1.677962e-05,-0.0007035125,0,1,13.53312,13.53312,365.76,0
-1.72469e-05,-0.0007033612,0,1,13.89888,13.89888,365.76,0
-1.771418e-05,-0.00070321,0,1,14.26464,14.26464,365.76,0
-1.818145e-05,-0.0007030587,0,1,14.6304,14.6304,365.76,0
-1.864873e-05,-0.0007029074,0,1,14.99616,14.99616,365.76,0
-1.911601e-05,-0.0007027562,0,1,15.36192,15.36192,365.76,0
-1.958329e-05,-0.0007026049,0,1,15.72768,15.72768,365.76,0
-2.005057e-05,-0.0007024537,0,1,16.09344,16.09344,365.76,0
-2.051785e-05,-0.0007023024,0,1,16.4592,16.4592,365.76,0
-2.098513e-05,-0.0007021512,0,1,16.82496,16.82496,365.76,0
-2.145241e-05,-0.0007019999,0,1,17.19072,17.19072,365.76,0
-2.191969e-05,-0.0007018487,0,1,17.55648,17.55648,365.76,0
-2.238697e-05,-0.0007016974,0,1,17.92224,17.92224,365.76,0
-2.285425e-05,-0.0007015461,0,1,18.288,18.288,365.76,0
-2.325322e-05,-0.0007013084,0,1,18.65376,18.65376,365.76,0
-2.365219e-05,-0.0007010706,0,1,19.01952,19.01952,365.76,0
-2.405117e-05,-0.0007008329,0,1,19.38528,19.38528,365.76,0
-2.445014e-05,-0.0007005951,0,1,19.75104,19.75104,365.76,0
-2.484911e-05,-0.0007003573,0,1,20.1168,20.1168,365.76,0
-2.524809e-05,-0.0007001196,0,1,20.48256,20.48256,365.76,0
-2.564706e-05,-0.0006998818,0,1,20.84832,20.84832,365.76,0
-2.604603e-05,-0.000699644,0,1,21.21408,21.21408,365.76,0
-2.6445e-05,-0.0006994063,0,1,21.57984,21.57984,365.76,0
-2.684398e-05,-0.0006991685,0,1,21.9456,21.9456,365.76,0
-2.724295e-05,-0.0006989308,0,1,22.31136,22.31136,365.76,0
-2.764192e-05,-0.000698693,0,1,22.67712,22.67712,365.76,0
-2.804089e-05,-0.0006984552,0,1,23.04288,23.04288,365.76,0
-2.843987e-05,-0.0006982175,0,1,23.40864,23.40864,365.76,0
-2.883884e-05,-0.0006979797,0,1,23.7744,23.7744,365.76,0
-2.923781e-05,-0.0006977419,0,1,24.14016,24.14016,365.76,0
-2.961058e-05,-0.0006974945,0,1,24.50592,24.50592,365.76,0
-2.993095e-05,-0.0006972277,0,1,24.87168,24.87168,365.76,0
-3.025131e-05,-0.000696961,0,1,25.23744,25.23744,365.76,0
-3.057168e-05,-0.0006966942,0,1,25.6032,25.6032,365.76,0
-3.089205e-05,-0.0006964274,0,1,25.96896,25.96896,365.76,0
-3.121241e-05,-0.0006961606,0,1,26.33472,26.33472,365.76,0
-3.153278e-05,-0.0006958938,0,1,26.70048,26.70048,365.76,0
-3.185314e-05,-0.0006956271,0,1,27.06624,27.06624,365.76,0
-3.217351e-05,-0.0006953602,0,1,27.432,27.432,365.76,0
-3.249387e-05,-0.0006950935,0,1,27.79776,27.79776,365.76,0
-3.281424e-05,-0.0006948267,0,1,28.16352,28.16352,365.76,0
-3.313461e-05,-0.0006945599,0,1,28.52928,28.52928,365.76,0
-3.345497e-05,-0.0006942932,0,1,28.89504,28.89504,365.76,0
-3.377534e-05,-0.0006940264,0,1,29.2608,29.2608,365.76,0
