"u:0","u:1","u:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,1,0,0,365.76,0
0,0,0,1,0.36576,0.36576,365.76,0
0,0,0,1,0.73152,0.73152,365.76,0
0,0,0,1,1.09728,1.09728,365.76,0
0,0,0,1,1.46304,1.46304,365.76,0
0,0,0,1,1.8288,1.8288,365.76,0
0,0,0,1,2.19456,2.19456,365.76,0
0,0,0,1,2.56032,2.56032,365.76,0
0,0,0,1,2.92608,2.92608,365.76,0
0,0,0,1,3.29184,3.29184,365.76,0
0,0,0,1,3.6576,3.6576,365.76,0
0,0,0,1,4.02336,4.02336,365.76,0
0,0,0,1,4.38912,4.38912,365.76,0
0,0,0,1,4.75488,4.75488,365.76,0
0,0,0,1,5.12064,5.12064,365.76,0
0,0,0,1,5.4864,5.4864,365.76,0
0,0,0,1,5.85216,5.85216,365.76,0
0,0,0,1,6.21792,6.21792,365.76,0
0,0,0,1,6.58368,6.58368,365.76,0
0,0,0,1,6.94944,6.94944,365.76,0
0,0,0,1,7.3152,7.3152,365.76,0
0,0,0,1,7.68096,7.68096,365.76,0
0,0,0,1,8.046721,8.046721,365.76,0
0,0,0,1,8.41248,8.41248,365.76,0
0,0,0,1,8.77824,8.77824,365.76,0
0,0,0,1,9.144,9.144,365.76,0
0,0,0,1,9.50976,9.50976,365.76,0
0,0,0,1,9.875521,9.875521,365.76,0
0,0,0,1,10.24128,10.24128,365.76,0
0,0,0,1,10.60704,10.60704,365.76,0
0,0,0,1,10.9728,10.9728,365.76,0
0,0,0,1,11.33856,11.33856,365.76,0
0,0,0,1,11.70432,11.70432,365.76,0
0,0,0,1,12.07008,12.07008,365.76,0
0,0,0,1,12.43584,12.43584,365.76,0
0,0,0,1,12.8016,12.8016,365.76,0
0,0,0,1,13.16736,13.16736,365.76,0
0,0,0,1,13.53312,13.53312,365.76,0
0,0,0,1,13.89888,13.89888,365.76,0
0,0,0,1,14.26464,14.26464,365.76,0
0,0,0,1,14.6304,14.6304,365.76,0
0,0,0,1,14.99616,14.99616,365.76,0
0,0,0,1,15.36192,15.36192,365.76,0
0,0,0,1,15.72768,15.72768,365.76,0
0,0,0,1,16.09344,16.09344,365.76,0
0,0,0,1,16.4592,16.4592,365.76,0
0,0,0,1,16.82496,16.82496,365.76,0
0,0,0,1,17.19072,17.19072,365.76,0
0,0,0,1,17.55648,17.55648,365.76,0
0,0,0,1,17.92224,17.92224,365.76,0
0,0,0,1,18.288,18.288,365.76,0
0,0,0,1,18.65376,18.65376,365.76,0
0,0,0,1,19.01952,19.01952,365.76,0
0,0,0,1,19.38528,19.38528,365.76,0
0,0,0,1,19.75104,19.75104,365.76,0
0,0,0,1,20.1168,20.1168,365.76,0
0,0,0,1,20.48256,20.48256,365.76,0
0,0,0,1,20.84832,20.84832,365.76,0
0,0,0,1,21.21408,21.21408,365.76,0
0,0,0,1,21.57984,21.57984,365.76,0
0,0,0,1,21.9456,21.9456,365.76,0
0,0,0,1,22.31136,22.31136,365.76,0
0,0,0,1,22.67712,22.67712,365.76,0
0,0,0,1,23.04288,23.04288,365.76,0
0,0,0,1,23.40864,23.40864,365.76,0
0,0,0,1,23.7744,23.7744,365.76,0
0,0,0,1,24.14016,24.14016,365.76,0
0,0,0,1,24.50592,24.50592,365.76,0
0,0,0,1,24.87168,24.87168,365.76,0
0,0,0,1,25.23744,25.23744,365.76,0
0,0,0,1,25.6032,25.6032,365.76,0
0,0,0,1,25.96896,25.96896,365.76,0
0,0,0,1,26.33472,26.33472,365.76,0
0,0,0,1,26.70048,26.70048,365.76,0
0,0,0,1,27.06624,27.06624,365.76,0
0,0,0,1,27.432,27.432,365.76,0
0,0,0,1,27.79776,27.79776,365.76,0
0,0,0,1,28.16352,28.16352,365.76,0
0,0,0,1,28.52928,28.52928,365.76,0
0,0,0,1,28.89504,28.89504,365.76,0
0,0,0,1,29.2608,29.2608,365.76,0
0,0,0,1,29.62656,29.62656,365.76,0
0,0,0,1,29.99232,29.99232,365.76,0
0,0,0,1,30.35808,30.35808,365.76,0
0,0,0,1,30.72384,30.72384,365.76,0
0,0,0,1,31.0896,31.0896,365.76,0
0,0,0,1,31.45536,31.45536,365.76,0
0,0,0,1,31.82112,31.82112,365.76,0
0,0,0,1,32.18688,32.18688,365.76,0
0,0,0,1,32.55264,32.55264,365.76,0
0,0,0,1,32.9184,32.9184,365.76,0
0,0,0,1,33.28416,33.28416,365.76,0
0,0,0,1,33.64992,33.64992,365.76,0
0,0,0,1,34.01568,34.01568,365.76,0
0,0,0,1,34.38144,34.38144,365.76,0
0,0,0,1,34.7472,34.7472,365.76,0
0,0,0,1,35.11296,35.11296,365.76,0
0,0,0,1,35.47872,35.47872,365.76,0
0,0,0,1,35.84448,35.84448,365.76,0
0,0,0,1,36.21024,36.21024,365.76,0
0,0,0,1,36.576,36.576,365.76,0
0,0,0,1,36.94176,36.94176,365.76,0
0,0,0,1,37.30752,37.30752,365.76,0
0,0,0,1,37.67328,37.67328,365.76,0
0,0,0,1,38.03904,38.03904,365.76,0
0,0,0,1,38.4048,38.4048,365.76,0
0,0,0,1,38.77056,38.77056,365.76,0
0,0,0,1,39.13632,39.13632,365.76,0
0,0,0,1,39.50208,39.50208,365.76,0
0,0,0,1,39.86784,39.86784,365.76,0
0,0,0,1,40.2336,40.2336,365.76,0
0,0,0,1,40.59936,40.59936,365.76,0
0,0,0,1,40.96512,40.96512,365.76,0
0,0,0,1,41.33088,41.33088,365.76,0
0,0,0,1,41.69664,41.69664,365.76,0
0,0,0,1,42.0624,42.0624,365.76,0
0,0,0,1,42.42816,42.42816,365.76,0
0,0,0,1,42.79392,42.79392,365.76,0
0,0,0,1,43.15968,43.15968,365.76,0
0,0,0,1,43.52544,43.52544,365.76,0
0,0,0,1,43.8912,43.8912,365.76,0
0,0,0,1,44.25696,44.25696,365.76,0
0,0,0,1,44.62272,44.62272,365.76,0
0,0,0,1,44.98848,44.98848,365.76,0
0,0,0,1,45.35424,45.35424,365.76,0
0,0,0,1,45.72,45.72,365.76,0
0,0,0,1,46.08576,46.08576,365.76,0
0,0,0,1,46.45152,46.45152,365.76,0
0,0,0,1,46.81728,46.81728,365.76,0
0,0,0,1,47.18304,47.18304,365.76,0
0,0,0,1,47.5488,47.5488,365.76,0
0,0,0,1,47.91456,47.91456,365.76,0
0,0,0,1,48.28032,48.28032,365.76,0
0,0,0,1,48.64608,48.64608,365.76,0
0,0,0,1,49.01184,49.01184,365.76,0
0,0,0,1,49.3776,49.3776,365.76,0
0,0,0,1,49.74336,49.74336,365.76,0
0,0,0,1,50.10912,50.10912,365.76,0
0,0,0,1,50.47488,50.47488,365.76,0
0,0,0,1,50.84064,50.84064,365.76,0
0,0,0,1,51.2064,51.2064,365.76,0
0,0,0,1,51.57216,51.57216,365.76,0
0,0,0,1,51.93792,51.93792,365.76,0
0,0,0,1,52.30368,52.30368,365.76,0
0,0,0,1,52.66944,52.66944,365.76,0
0,0,0,1,53.0352,53.0352,365.76,0
0,0,0,1,53.40096,53.40096,365.76,0
0,0,0,1,53.76672,53.76672,365.76,0
0,0,0,1,54.13248,54.13248,365.76,0
0,0,0,1,54.49824,54.49824,365.76,0
0,0,0,1,54.864,54.864,365.76,0
0,0,0,1,55.22976,55.22976,365.76,0
0,0,0,1,55.59552,55.59552,365.76,0
0,0,0,1,55.96128,55.96128,365.76,0
0,0,0,1,56.32704,56.32704,365.76,0
0,0,0,1,56.6928,56.6928,365.76,0
0,0,0,1,57.05856,57.05856,365.76,0
0,0,0,1,57.42432,57.42432,365.76,0
0,0,0,1,57.79008,57.79008,365.76,0
0,0,0,1,58.15584,58.15584,365.76,0
0,0,0,1,58.5216,58.5216,365.76,0
0,0,0,1,58.88736,58.88736,365.76,0
0,0,0,1,59.25312,59.25312,365.76,0
0,0,0,1,59.61888,59.61888,365.76,0
0,0,0,1,59.98464,59.98464,365.76,0
0,0,0,1,60.3504,60.3504,365.76,0
0,0,0,1,60.71616,60.71616,365.76,0
0,0,0,1,61.08192,61.08192,365.76,0
0,0,0,1,61.44768,61.44768,365.76,0
0,0,0,1,61.81344,61.81344,365.76,0
0,0,0,1,62.1792,62.1792,365.76,0
0,0,0,1,62.54496,62.54496,365.76,0
0,0,0,1,62.91072,62.91072,365.76,0
0,0,0,1,63.27648,63.27648,365.76,0
0,0,0,1,63.64224,63.64224,365.76,0
0,0,0,1,64.008,64.008,365.76,0
0,0,0,1,64.37376,64.37376,365.76,0
0,0,0,1,64.73952,64.73952,365.76,0
0,0,0,1,65.10528,65.10528,365.76,0
0,0,0,1,65.47104,65.47104,365.76,0
0,0,0,1,65.8368,65.8368,365.76,0
0,0,0,1,66.20256,66.20256,365.76,0
0,0,0,1,66.56832,66.56832,365.76,0
0,0,0,1,66.93408,66.93408,365.76,0
0,0,0,1,67.29984,67.29984,365.76,0
0,0,0,1,67.6656,67.6656,365.76,0
0,0,0,1,68.03136,68.03136,365.76,0
0,0,0,1,68.39713,68.39713,365.76,0
0,0,0,1,68.76288,68.76288,365.76,0
0,0,0,1,69.12864,69.12864,365.76,0
0,0,0,1,69.4944,69.4944,365.76,0
0,0,0,1,69.86016,69.86016,365.76,0
0,0,0,1,70.22592,70.22592,365.76,0
0,0,0,1,70.59168,70.59168,365.76,0
